District,Commodity,Population_million,Production_Tonnes,Avg_Price
Ariyalur,Castor Seed,74.5,4893.6,1953.0
Ariyalur,Castor Seed,75.6,14580.04,2121.0
Ariyalur,Castor Seed,75.6,4507.28,2160.0
Ariyalur,Castor Seed,75.6,46391.84,2187.98
Ariyalur,Castor Seed,75.6,50803.2,2190.6
Ariyalur,Castor Seed,75.6,37352.56,2113.2
Ariyalur,Castor Seed,75.6,10114.04,2217.0
Ariyalur,Castor Seed,75.6,12805.44,2206.05
Ariyalur,Castor Seed,75.6,21143.28,2270.1
Ariyalur,Castor Seed,75.6,11850.28,2315.2
Ariyalur,Castor Seed,75.6,8964.84,2386.5
Ariyalur,Castor Seed,75.6,11609.68,2088.0
Ariyalur,Castor Seed,76.8,32459.64,2013.5
Ariyalur,Castor Seed,76.8,25953.0,2044.2
Ariyalur,Castor Seed,76.8,44970.36,2087.93
Ariyalur,Castor Seed,76.8,33644.92,2078.83
Ariyalur,Castor Seed,76.8,19596.76,2070.96
Ariyalur,Castor Seed,76.8,8369.88,2039.2
Ariyalur,Castor Seed,76.8,12373.36,2195.25
Ariyalur,Castor Seed,76.8,14236.32,2148.0
Ariyalur,Castor Seed,76.8,13612.92,2162.2
Ariyalur,Castor Seed,76.8,9620.88,2119.5
Ariyalur,Castor Seed,77.9,8995.2,2116.5
Ariyalur,Castor Seed,77.9,25412.6,2311.5
Ariyalur,Castor Seed,77.9,20955.04,2388.0
Ariyalur,Castor Seed,77.9,24274.68,2351.23
Ariyalur,Castor Seed,77.9,16151.56,2245.2
Ariyalur,Castor Seed,77.9,6428.68,2371.5
Ariyalur,Castor Seed,77.9,3533.56,2496.0
Ariyalur,Castor Seed,77.9,3892.6,2490.0
Ariyalur,Castor Seed,77.9,9870.8,2418.0
Ariyalur,Castor Seed,77.9,4997.88,2406.0
Ariyalur,Castor Seed,78.7,10283.24,2347.8
Ariyalur,Castor Seed,78.7,17521.44,2150.4
Ariyalur,Castor Seed,78.7,5236.32,1536.6
Ariyalur,Castor Seed,79.5,4547.5,2850.6
Ariyalur,Castor Seed,79.5,19062.96,3002.4
Ariyalur,Castor Seed,79.5,7114.8,2985.0
Ariyalur,Castor Seed,79.5,6529.44,2940.0
Ariyalur,Castor Seed,79.5,4407.58,2640.0
Ariyalur,Castor Seed,81.1,4232.46,2520.0
Ariyalur,Castor Seed,81.1,8701.56,2436.6
Ariyalur,Castor Seed,81.1,4347.16,2340.0
Ariyalur,Castor Seed,81.1,4122.54,2520.0
Ariyalur,Castor Seed,82.0,4012.06,2553.0
Ariyalur,Castor Seed,82.0,4704.66,3480.0
Ariyalur,Castor Seed,82.0,10479.76,3421.8
Ariyalur,Castor Seed,82.0,17569.5,3626.6
Ariyalur,Castor Seed,82.0,6074.48,3120.0
Ariyalur,Castor Seed,82.9,3423.08,5850.0
Ariyalur,Castor Seed,83.9,4199.5,3318.6
Ariyalur,Castor Seed,83.9,9269.94,3302.7
Ariyalur,Castor Seed,83.9,7456.36,3195.0
Ariyalur,Cauliflower,84.8,52837.28,2220.0
Ariyalur,Chilli,70.4,7692.48,2147.4
Ariyalur,Chilli,70.4,11965.44,1787.85
Ariyalur,Chilli,70.4,27774.72,2320.65
Ariyalur,Chilli,71.3,9665.28,2004.0
Ariyalur,Chilli,71.3,14484.96,2111.55
Ariyalur,Chilli,71.3,26744.16,1880.5
Ariyalur,Chilli,71.3,14834.88,1844.0
Ariyalur,Chilli,71.3,12159.36,1440.0
Ariyalur,Chilli,72.1,23729.28,2151.0
Ariyalur,Chilli,72.1,16282.08,5654.0
Ariyalur,Chilli,72.1,65621.76,5298.79
Ariyalur,Chilli,72.1,45060.48,4865.93
Ariyalur,Chilli,72.1,63264.0,5499.86
Ariyalur,Chilli,72.1,35958.72,4983.0
Ariyalur,Chilli,72.1,25548.48,4844.93
Ariyalur,Chilli,72.1,18848.16,4157.0
Ariyalur,Chilli,72.1,10645.92,2944.0
Ariyalur,Chilli,72.1,8944.32,4395.0
Ariyalur,Chilli,72.1,10717.92,3174.0
Ariyalur,Chilli,72.9,4096.8,3936.0
Ariyalur,Chilli,72.9,2179.68,1500.0
Ariyalur,Chilli,72.9,13236.48,2781.0
Ariyalur,Chilli,72.9,18663.36,3020.57
Ariyalur,Chilli,72.9,18415.68,2440.0
Ariyalur,Chilli,72.9,24011.52,2247.0
Ariyalur,Chilli,72.9,17044.32,1864.5
Ariyalur,Chilli,72.9,32964.0,1971.0
Ariyalur,Chilli,73.7,28220.64,1669.72
Ariyalur,Chilli,73.7,15578.88,3679.5
Ariyalur,Chilli,73.7,51694.08,3854.14
Ariyalur,Chilli,73.7,54382.08,3732.0
Ariyalur,Chilli,73.7,26494.08,4050.6
Ariyalur,Chilli,73.7,14703.36,3557.0
Ariyalur,Chilli,73.7,5034.24,3900.0
Ariyalur,Chilli,73.7,6078.24,2682.0
Ariyalur,Chilli,73.7,6852.48,3444.0
Ariyalur,Chilli,73.7,4040.16,3756.0
Ariyalur,Chilli,73.7,4337.76,3414.0
Ariyalur,Chilli,73.7,13376.16,2610.0
Ariyalur,Chilli,74.5,4427.04,2700.0
Ariyalur,Chilli,74.5,7978.56,4743.0
Ariyalur,Chilli,74.5,35499.36,4459.2
Ariyalur,Chilli,74.5,39091.2,3967.5
Ariyalur,Chilli,74.5,54791.04,3678.0
Ariyalur,Chilli,74.5,34219.68,2979.5
Ariyalur,Chilli,74.5,28001.28,3091.2
Ariyalur,Chilli,74.5,19059.36,3080.0
Ariyalur,Chilli,74.5,14793.6,3387.0
Ariyalur,Chilli,74.5,13438.56,3884.0
Ariyalur,Chilli,74.5,16126.08,2704.0
Ariyalur,Chilli,74.5,5011.2,2250.6
Ariyalur,Chilli,75.6,5051.04,3360.0
Ariyalur,Chilli,75.6,18359.04,4894.5
Ariyalur,Chilli,75.6,47009.28,4975.64
Ariyalur,Chilli,75.6,47792.64,4501.64
Ariyalur,Chilli,75.6,40980.96,4764.55
Ariyalur,Chilli,75.6,34259.52,4192.8
Ariyalur,Chilli,75.6,12977.28,4966.5
Ariyalur,Chilli,75.6,14067.84,4818.0
Ariyalur,Chilli,75.6,3978.24,5346.0
Ariyalur,Chilli,75.6,12010.56,4803.0
Ariyalur,Chilli,76.8,5748.48,6600.0
Ariyalur,Chilli,76.8,48408.48,8658.67
Ariyalur,Chilli,76.8,46585.44,8092.0
Ariyalur,Chilli,76.8,53549.28,7371.49
Ariyalur,Chilli,76.8,32916.48,6773.55
Ariyalur,Chilli,76.8,8148.96,7518.0
Ariyalur,Chilli,76.8,9163.2,5528.0
Ariyalur,Chilli,76.8,4498.08,7056.0
Ariyalur,Chilli,77.9,18316.8,3630.0
Ariyalur,Chilli,77.9,60704.16,3796.42
Ariyalur,Chilli,77.9,54546.24,3841.85
Ariyalur,Chilli,77.9,32716.32,3185.33
Ariyalur,Chilli,77.9,10011.36,2350.0
Ariyalur,Chilli,77.9,6358.56,2475.0
Ariyalur,Chilli,77.9,10122.72,1833.0
Ariyalur,Chilli,77.9,11901.12,2340.0
Ariyalur,Chilli,78.7,29935.68,5301.6
Ariyalur,Chilli,78.7,24974.6,3147.6
Ariyalur,Chilli,78.7,4994.92,3630.0
Ariyalur,Chilli,78.7,4899.36,4680.0
Ariyalur,Chilli,78.7,5385.08,4632.0
Ariyalur,Chilli,79.5,4161.16,4494.0
Ariyalur,Chilli,79.5,20358.96,5096.4
Ariyalur,Chilli,79.5,10197.9,4472.0
Ariyalur,Chilli,79.5,13316.92,4263.0
Ariyalur,Chilli,79.5,4478.6,5460.0
Ariyalur,Chilli,80.3,20768.2,8214.0
Ariyalur,Chilli,80.3,7656.96,7260.0
Ariyalur,Chilli,80.3,39484.4,7037.4
Ariyalur,Chilli,80.3,33836.12,6400.0
Ariyalur,Chilli,80.3,40183.2,5334.0
Ariyalur,Chilli,80.3,32430.68,5565.0
Ariyalur,Chilli,80.3,28007.88,5580.0
Ariyalur,Chilli,80.3,8852.08,3007.5
Ariyalur,Chilli,80.3,5043.6,5520.0
Ariyalur,Chilli,80.3,4782.1,3570.0
Ariyalur,Chilli,81.1,4975.58,2748.0
Ariyalur,Chilli,81.1,17726.12,5665.5
Ariyalur,Chilli,81.1,8579.92,7815.0
Ariyalur,Chilli,81.1,35352.16,7017.75
Ariyalur,Chilli,81.1,69226.84,5366.25
Ariyalur,Chilli,81.1,13245.24,5024.0
Ariyalur,Chilli,81.1,39417.6,2935.33
Ariyalur,Chilli,81.1,16835.68,3355.5
Ariyalur,Chilli,81.1,17072.44,2505.0
Ariyalur,Chilli,81.1,3952.84,5286.0
Ariyalur,Chilli,82.0,12123.28,8562.0
Ariyalur,Chilli,82.0,32096.42,3564.0
Ariyalur,Chilli,82.0,13940.78,8400.0
Ariyalur,Chilli,82.0,6085.4,12660.0
Ariyalur,Chilli,82.9,3239.24,10662.0
Ariyalur,Chilli,82.9,10328.1,11668.0
Ariyalur,Chilli,83.9,4037.48,10524.0
Ariyalur,Chilli,83.9,20775.76,9442.8
Ariyalur,Chilli,83.9,32824.48,7770.86
Ariyalur,Chilli,83.9,43517.12,6575.4
Ariyalur,Chilli,83.9,108454.78,497.46
Ariyalur,Chilli,83.9,276333.78,3490.56
Ariyalur,Chilli,83.9,257029.08,4243.55
Ariyalur,Chilli,83.9,261729.12,3694.0
Ariyalur,Chilli,83.9,283361.68,3726.77
Ariyalur,Chilli,83.9,241430.12,3741.05
Ariyalur,Chilli,83.9,255241.6,3440.0
Ariyalur,Chilli,84.8,287896.32,3514.84
Ariyalur,Chilli,84.8,229784.56,3091.07
Ariyalur,Chilli,84.8,229954.32,2429.0
Ariyalur,Chilli,84.8,209174.52,2531.0
Ariyalur,Chilli,84.8,201041.48,2462.0
Ariyalur,Chilli,84.8,185936.88,3151.07
Ariyalur,Chilli,84.8,204603.28,3753.34
Ariyalur,Chilli,84.8,188236.92,3784.45
Ariyalur,Chilli,84.8,229474.2,3330.0
Ariyalur,Chilli,84.8,251479.92,3243.34
Ariyalur,Chilli,84.8,346528.18,3152.69
Ariyalur,Chilli,84.8,311044.52,3214.43
Ariyalur,Chow Chow,83.9,881119.2,21.14
Ariyalur,Chow Chow,83.9,2275736.48,1971.17
Ariyalur,Chow Chow,83.9,2235919.36,2841.64
Ariyalur,Chow Chow,83.9,2426571.68,2216.0
Ariyalur,Chow Chow,83.9,2415765.28,2372.9
Ariyalur,Chow Chow,83.9,2135203.84,2647.5
Ariyalur,Chow Chow,83.9,2405547.04,3004.0
Ariyalur,Chow Chow,84.8,2316359.2,2398.0
Ariyalur,Chow Chow,84.8,2032683.76,2120.0
Ariyalur,Chow Chow,84.8,1858637.36,1486.78
Ariyalur,Chow Chow,84.8,1641983.68,1552.0
Ariyalur,Chow Chow,84.8,1678253.76,1547.0
Ariyalur,Chow Chow,84.8,1543277.12,2003.57
Ariyalur,Chow Chow,84.8,1642001.6,1873.58
Ariyalur,Chow Chow,84.8,1633082.72,2455.55
Ariyalur,Chow Chow,84.8,2229607.36,2357.0
Ariyalur,Chow Chow,84.8,2432423.92,2235.56
Ariyalur,Chow Chow,84.8,3348399.68,1999.85
Ariyalur,Chow Chow,84.8,3016077.44,2065.64
Ariyalur,Coconut,83.9,9059622.0,21.11
Ariyalur,Coconut,83.9,22568383.2,1673.45
Ariyalur,Coconut,83.9,21801784.56,2115.49
Ariyalur,Coconut,83.9,21098298.24,2217.0
Ariyalur,Coconut,83.9,21765572.88,2718.39
Ariyalur,Coconut,83.9,19076154.6,2919.27
Ariyalur,Coconut,83.9,20612571.84,2963.0
Ariyalur,Coconut,84.8,21186056.4,3235.16
Ariyalur,Coconut,84.8,18939910.56,2945.36
Ariyalur,Coconut,84.8,20254534.56,3444.0
Ariyalur,Coconut,84.8,20189257.2,3705.0
Ariyalur,Coconut,84.8,19987788.24,3575.0
Ariyalur,Coconut,84.8,18511765.44,3777.86
Ariyalur,Coconut,84.8,18076756.32,3668.89
Ariyalur,Coconut,84.8,18015035.04,3722.22
Ariyalur,Coconut,84.8,20123017.2,3678.0
Ariyalur,Coconut,84.8,18214808.04,3511.11
Ariyalur,Coconut,84.8,22892792.64,3317.21
Ariyalur,Coconut,84.8,20722202.16,3326.13
Ariyalur,Copra,82.0,358862.16,4620.0
Ariyalur,Copra,82.9,1035857.52,4328.0
Ariyalur,Copra,82.9,2072858.76,3599.0
Ariyalur,Copra,82.9,3507121.2,3569.94
Ariyalur,Copra,82.9,1045373.4,4347.2
Ariyalur,Copra,82.9,2088545.04,4189.2
Ariyalur,Copra,82.9,3499266.0,4037.46
Ariyalur,Copra,82.9,2101316.4,3948.6
Ariyalur,Copra,82.9,341194.8,4296.6
Ariyalur,Copra,83.9,1375399.2,3855.45
Ariyalur,Copra,83.9,1725730.8,3762.6
Ariyalur,Copra,83.9,350210.64,3900.0
Ariyalur,Copra,83.9,2099196.0,5126.8
Ariyalur,Copra,83.9,700342.8,4605.9
Ariyalur,Coriander,70.4,9090.4,3157.8
Ariyalur,Coriander,70.4,28086.4,3100.0
Ariyalur,Coriander,70.4,82460.0,2952.34
Ariyalur,Coriander,70.4,88529.6,2966.7
Ariyalur,Coriander,71.3,29961.6,1601.1
Ariyalur,Coriander,71.3,91653.6,1697.64
Ariyalur,Coriander,71.3,155080.8,1739.92
Ariyalur,Coriander,71.3,230916.0,1757.57
Ariyalur,Coriander,71.3,283965.6,1714.27
Ariyalur,Coriander,72.1,179558.4,2399.74
Ariyalur,Coriander,72.1,108340.8,2638.91
Ariyalur,Coriander,72.1,31646.4,2956.73
Ariyalur,Coriander,72.1,70566.4,3555.83
Ariyalur,Coriander,72.1,98657.6,3563.04
Ariyalur,Coriander,72.1,107213.6,3379.67
Ariyalur,Coriander,72.1,80164.8,3307.13
Ariyalur,Coriander,72.1,64521.6,3317.64
Ariyalur,Coriander,72.1,64341.6,2560.5
Ariyalur,Coriander,72.1,76190.4,3122.6
Ariyalur,Coriander,72.1,151176.0,3059.04
Ariyalur,Coriander,72.1,105283.2,2997.6
Ariyalur,Coriander,72.9,41308.0,2425.0
Ariyalur,Coriander,72.9,3013.6,3165.6
Ariyalur,Coriander,72.9,23315.2,3260.0
Ariyalur,Coriander,72.9,23269.6,2839.5
Ariyalur,Coriander,72.9,15546.4,3213.0
Ariyalur,Coriander,72.9,26113.6,2613.0
Ariyalur,Coriander,72.9,19147.2,3438.0
Ariyalur,Coriander,73.7,6328.8,1650.0
Ariyalur,Coriander,73.7,7247.2,2195.4
Ariyalur,Coriander,73.7,9246.4,1920.0
Ariyalur,Coriander,73.7,11290.4,4303.8
Ariyalur,Coriander,73.7,94740.0,3065.6
Ariyalur,Coriander,73.7,22417.6,4183.8
Ariyalur,Coriander,73.7,45014.4,4628.4
Ariyalur,Coriander,73.7,11968.0,4695.0
Ariyalur,Coriander,74.5,14801.6,7239.0
Ariyalur,Coriander,74.5,26724.0,7575.0
Ariyalur,Coriander,75.6,6860.8,4800.0
Ariyalur,Coriander,75.6,59081.6,4881.34
Ariyalur,Coriander,75.6,25372.8,4446.4
Ariyalur,Coriander,75.6,30410.4,4238.6
Ariyalur,Coriander,75.6,112901.6,5410.8
Ariyalur,Coriander,75.6,120484.0,6192.94
Ariyalur,Coriander,75.6,74524.0,6104.3
Ariyalur,Coriander,75.6,88905.6,6184.2
Ariyalur,Coriander,75.6,30432.0,6128.4
Ariyalur,Coriander,75.6,31394.4,6004.8
Ariyalur,Coriander,75.6,152379.2,4187.25
Ariyalur,Coriander,76.8,35265.6,4875.6
Ariyalur,Coriander,76.8,21031.2,5658.45
Ariyalur,Coriander,76.8,14628.8,4409.4
Ariyalur,Coriander,76.8,7314.4,4215.0
Ariyalur,Coriander,76.8,25940.8,2300.1
Ariyalur,Coriander,76.8,12477.6,2160.0
Ariyalur,Coriander,76.8,21259.2,5451.0
Ariyalur,Coriander,76.8,14924.8,5130.0
Ariyalur,Coriander,76.8,26169.6,5625.0
Ariyalur,Coriander,76.8,28202.4,5400.0
Ariyalur,Coriander,77.9,21335.2,4269.1
Ariyalur,Coriander,77.9,35172.0,2592.0
Ariyalur,Coriander,77.9,15911.2,3675.9
Ariyalur,Coriander,77.9,13620.0,4800.0
Ariyalur,Coriander,78.7,19927.84,4680.0
Ariyalur,Coriander,79.5,24507.2,4759.5
Ariyalur,Coriander,79.5,21222.24,5101.2
Ariyalur,Coriander,79.5,23790.4,5591.1
Ariyalur,Coriander,82.0,21690.72,7963.8
Ariyalur,Coriander,82.0,31373.12,6150.0
Ariyalur,Coriander,82.9,35034.08,6182.4
Ariyalur,Coriander,83.9,296716.64,32.01
Ariyalur,Coriander,83.9,964579.52,1969.55
Ariyalur,Coriander,83.9,1030900.96,2403.87
Ariyalur,Coriander,83.9,1189078.08,2839.0
Ariyalur,Coriander,83.9,1031089.12,2765.81
Ariyalur,Coriander,83.9,903642.88,2692.5
Ariyalur,Coriander,83.9,774185.28,3136.0
Ariyalur,Coriander,84.8,912569.6,3259.36
Ariyalur,Coriander,84.8,767766.72,2584.28
Ariyalur,Coriander,84.8,642553.92,1988.0
Ariyalur,Coriander,84.8,389748.64,2358.0
Ariyalur,Coriander,84.8,542197.44,3038.0
Ariyalur,Coriander,84.8,608043.52,3036.43
Ariyalur,Coriander,84.8,950750.72,2955.56
Ariyalur,Coriander,84.8,875294.08,2260.0
Ariyalur,Coriander,84.8,1207515.52,2319.0
Ariyalur,Coriander,84.8,1141797.84,2706.79
Ariyalur,Coriander,84.8,1780688.64,3151.33
Ariyalur,Coriander,84.8,1237253.12,2347.74
Ariyalur,Cotton,70.4,13831.2,1301.4
Ariyalur,Cotton,72.9,14565.6,1530.0
Ariyalur,Cotton,72.9,25315.2,1836.0
Ariyalur,Cotton,73.7,23810.4,1800.0
Ariyalur,Cotton,73.7,12081.6,2199.6
Ariyalur,Cotton,73.7,55072.8,2193.0
Ariyalur,Cotton,74.5,17442.0,2700.0
Ariyalur,Cotton,74.5,35114.4,2001.6
Ariyalur,Cotton,74.5,32184.0,1740.0
Ariyalur,Cotton,75.6,55371.6,2214.3
Ariyalur,Cotton,75.6,20977.2,2041.2
Ariyalur,Cotton,76.8,224809.2,2987.14
Ariyalur,Cotton,77.9,94374.0,2950.0
Ariyalur,Cotton,78.7,42069.6,846.0
Ariyalur,Cotton,81.1,26166.96,1800.0
Ariyalur,Cotton,82.9,23920.56,3780.0
Ariyalur,Cumbu,70.4,25325.0,516.6
Ariyalur,Cumbu,70.4,33530.0,515.7
Ariyalur,Cumbu,70.4,90000.0,529.6
Ariyalur,Cumbu,70.4,79940.0,507.68
Ariyalur,Cumbu,71.3,24810.0,603.0
Ariyalur,Cumbu,71.3,107195.0,569.1
Ariyalur,Cumbu,71.3,153625.0,572.46
Ariyalur,Cumbu,71.3,142977.5,559.2
Ariyalur,Cumbu,71.3,220180.0,580.2
Ariyalur,Cumbu,72.1,137767.5,563.23
Ariyalur,Cumbu,72.1,19167.5,642.6
Ariyalur,Cumbu,72.1,45265.0,689.88
Ariyalur,Cumbu,72.1,22987.5,787.2
Ariyalur,Cumbu,72.1,36142.5,709.2
Ariyalur,Cumbu,72.1,34170.0,734.25
Ariyalur,Cumbu,72.1,37840.0,705.75
Ariyalur,Cumbu,72.1,64357.5,680.7
Ariyalur,Cumbu,72.1,80705.0,639.77
Ariyalur,Cumbu,72.1,121560.0,564.45
Ariyalur,Cumbu,72.1,218370.0,603.98
Ariyalur,Cumbu,72.1,130775.0,626.48
Ariyalur,Cumbu,72.9,48767.5,732.0
Ariyalur,Cumbu,72.9,53200.0,855.34
Ariyalur,Cumbu,72.9,65912.5,803.66
Ariyalur,Cumbu,72.9,53282.5,856.8
Ariyalur,Cumbu,72.9,134662.5,792.07
Ariyalur,Cumbu,72.9,265105.0,798.67
Ariyalur,Cumbu,72.9,115520.0,876.45
Ariyalur,Cumbu,73.7,106980.0,975.8
Ariyalur,Cumbu,73.7,66300.0,920.17
Ariyalur,Cumbu,73.7,12552.5,875.7
Ariyalur,Cumbu,73.7,12455.0,1041.0
Ariyalur,Cumbu,73.7,6927.5,933.6
Ariyalur,Cumbu,73.7,29690.0,913.2
Ariyalur,Cumbu,73.7,30960.0,990.3
Ariyalur,Cumbu,73.7,60000.0,904.3
Ariyalur,Cumbu,73.7,127875.0,870.16
Ariyalur,Cumbu,73.7,194775.0,827.78
Ariyalur,Cumbu,73.7,169355.0,821.02
Ariyalur,Cumbu,73.7,187965.0,831.28
Ariyalur,Cumbu,74.5,28215.0,883.5
Ariyalur,Cumbu,74.5,52547.5,832.7
Ariyalur,Cumbu,74.5,25287.5,1050.0
Ariyalur,Cumbu,74.5,19320.0,1057.35
Ariyalur,Cumbu,74.5,7790.0,923.4
Ariyalur,Cumbu,74.5,8832.5,913.8
Ariyalur,Cumbu,74.5,28622.5,985.2
Ariyalur,Cumbu,74.5,76402.5,1000.3
Ariyalur,Cumbu,74.5,46500.0,890.85
Ariyalur,Cumbu,74.5,113230.0,768.26
Ariyalur,Cumbu,74.5,110705.0,758.3
Ariyalur,Cumbu,74.5,53785.0,741.4
Ariyalur,Cumbu,75.6,14682.5,756.6
Ariyalur,Cumbu,75.6,25305.0,754.0
Ariyalur,Cumbu,75.6,17955.0,1012.5
Ariyalur,Cumbu,75.6,16205.0,828.0
Ariyalur,Cumbu,75.6,9880.0,861.0
Ariyalur,Cumbu,75.6,23855.0,898.8
Ariyalur,Cumbu,75.6,47710.0,880.35
Ariyalur,Cumbu,75.6,65735.0,930.9
Ariyalur,Cumbu,75.6,90127.5,931.8
Ariyalur,Cumbu,75.6,75832.5,918.3
Ariyalur,Cumbu,75.6,68520.0,982.6
Ariyalur,Cumbu,76.8,82410.0,872.55
Ariyalur,Cumbu,76.8,41205.0,1161.0
Ariyalur,Cumbu,76.8,18262.5,843.0
Ariyalur,Cumbu,76.8,12065.0,916.5
Ariyalur,Cumbu,76.8,15260.0,802.5
Ariyalur,Cumbu,76.8,27930.0,1008.2
Ariyalur,Cumbu,76.8,9200.0,1059.0
Ariyalur,Cumbu,76.8,40885.0,1015.2
Ariyalur,Cumbu,76.8,43550.0,994.5
Ariyalur,Cumbu,76.8,107327.5,1293.43
Ariyalur,Cumbu,76.8,119655.0,1054.54
Ariyalur,Cumbu,76.8,288525.0,916.5
Ariyalur,Cumbu,77.9,127920.0,1005.37
Ariyalur,Cumbu,77.9,80900.0,1187.2
Ariyalur,Cumbu,77.9,47050.0,1337.6
Ariyalur,Cumbu,77.9,20307.5,1000.0
Ariyalur,Cumbu,77.9,33835.0,1584.84
Ariyalur,Cumbu,77.9,8860.0,1146.0
Ariyalur,Cumbu,77.9,25375.0,923.4
Ariyalur,Cumbu,77.9,54870.0,762.75
Ariyalur,Cumbu,77.9,112207.5,787.2
Ariyalur,Cumbu,77.9,121572.5,802.8
Ariyalur,Cumbu,77.9,159382.5,848.93
Ariyalur,Cumbu,78.7,75472.0,718.8
Ariyalur,Cumbu,78.7,13269.0,858.0
Ariyalur,Cumbu,78.7,29063.5,848.1
Ariyalur,Cumbu,78.7,26925.0,841.8
Ariyalur,Cumbu,78.7,32739.26,990.6
Ariyalur,Cumbu,78.7,29776.26,1048.2
Ariyalur,Cumbu,79.5,11837.5,1065.6
Ariyalur,Cumbu,79.5,18161.0,1048.2
Ariyalur,Cumbu,79.5,12067.5,1395.6
Ariyalur,Cumbu,79.5,33233.52,999.0
Ariyalur,Cumbu,79.5,115287.04,1154.63
Ariyalur,Cumbu,79.5,49586.26,1197.0
Ariyalur,Cumbu,82.0,23012.0,1581.6
Ariyalur,Cumbu,82.0,58735.74,1361.16
Ariyalur,Cumbu,82.0,79699.48,1153.6
Ariyalur,Cumbu,82.0,15742.0,1779.6
Ariyalur,Cumbu,82.0,22698.0,2946.0
Ariyalur,Cumbu,82.9,10089.24,3870.0
Ariyalur,Cumbu,82.9,10375.24,3840.0
Ariyalur,Cumbu,82.9,10375.24,3840.0
Ariyalur,Cumbu,82.9,29949.0,2201.8
Ariyalur,Cumbu,82.9,92937.42,2550.8
Ariyalur,Cumbu,82.9,250848.66,1587.13
Ariyalur,Cumbu,82.9,249261.94,2215.99
Ariyalur,Cumbu,82.9,193170.44,2329.31
Ariyalur,Cumbu,83.9,87813.96,1853.1
Ariyalur,Cumbu,83.9,79745.7,2245.6
Ariyalur,Cumbu,83.9,23982.5,1464.0
Ariyalur,Cumbu,83.9,52754.0,3069.9
Ariyalur,Cumbu,83.9,109160.0,2279.87
Ariyalur,Cumbu,83.9,11344.76,2465.4
Ariyalur,Cumbu,83.9,27748.74,2313.6
Ariyalur,Cumbu,83.9,44408.96,1691.7
Ariyalur,Cumbu,83.9,80269.44,1704.1
Ariyalur,Cumbu,83.9,73337.5,1389.12
Ariyalur,Cumbu,83.9,15835.0,1405.2
Ariyalur,Cumbu,83.9,23650.0,1602.0
Ariyalur,Cumbu,84.8,38266.5,1526.8
Ariyalur,Cumbu,84.8,10112.76,1506.0
Ariyalur,Cumbu,84.8,9419.26,1266.6
Ariyalur,Cumbu,84.8,28830.0,1531.6
Ariyalur,Cumbu,84.8,13894.0,1293.6
Ariyalur,Cumbu,84.8,16721.24,1187.4
Ariyalur,Cumbu,84.8,169047.44,1221.78
Ariyalur,Cumbu,84.8,130656.0,940.5
Ariyalur,Drumstick,83.9,728449.28,39.0
Ariyalur,Drumstick,83.9,1978710.08,3185.1
Ariyalur,Drumstick,83.9,3604050.4,2691.29
Ariyalur,Drumstick,83.9,3122751.04,2724.23
Ariyalur,Drumstick,83.9,1817999.36,3524.0
Ariyalur,Drumstick,83.9,999174.48,2964.71
Ariyalur,Drumstick,84.8,388165.12,9000.0
Ariyalur,Drumstick,84.8,1670616.88,5420.0
Ariyalur,Drumstick,84.8,1565152.08,2264.0
Ariyalur,Drumstick,84.8,2958227.36,3532.0
Ariyalur,Drumstick,84.8,2676016.0,4320.0
Ariyalur,Drumstick,84.8,2732083.52,3801.11
Ariyalur,Drumstick,84.8,2643124.16,1665.56
Ariyalur,Drumstick,84.8,3239458.24,3180.0
Ariyalur,Drumstick,84.8,2717006.24,4562.61
Ariyalur,Drumstick,84.8,1544236.32,5980.8
Ariyalur,Elephant Foot Yam,84.8,43280.32,1800.0
Ariyalur,Foxtail Millet,82.0,9097.42,2100.0
Ariyalur,Garlic,84.8,69971.36,6480.0
Ariyalur,Ginger,83.9,154523.2,95.54
Ariyalur,Ginger,83.9,424530.08,8083.5
Ariyalur,Ginger,83.9,404680.04,10093.55
Ariyalur,Ginger,83.9,389195.04,9726.0
Ariyalur,Ginger,83.9,404734.32,9029.03
Ariyalur,Ginger,83.9,357745.6,5808.22
Ariyalur,Ginger,83.9,366953.7,4992.2
Ariyalur,Ginger,84.8,404689.76,4875.49
Ariyalur,Ginger,84.8,355402.86,4178.95
Ariyalur,Ginger,84.8,353028.88,3602.0
Ariyalur,Ginger,84.8,346104.84,3814.58
Ariyalur,Ginger,84.8,344109.04,3614.0
Ariyalur,Ginger,84.8,298840.84,3859.64
Ariyalur,Ginger,84.8,313635.48,3904.45
Ariyalur,Ginger,84.8,295383.36,5105.56
Ariyalur,Ginger,84.8,350880.32,5343.0
Ariyalur,Ginger,84.8,344123.32,5324.44
Ariyalur,Ginger,84.8,431198.54,5167.39
Ariyalur,Ginger,84.8,401039.6,5021.13
Ariyalur,Green Gram,70.4,1398.0,1692.0
Ariyalur,Green Gram,70.4,1913.4,1860.0
Ariyalur,Green Gram,70.4,6138.0,1939.6
Ariyalur,Green Gram,70.4,2046.0,1860.0
Ariyalur,Green Gram,72.1,12246.0,1676.2
Ariyalur,Green Gram,72.1,15364.8,1377.12
Ariyalur,Green Gram,72.1,13707.0,1778.53
Ariyalur,Green Gram,72.1,10388.4,1721.8
Ariyalur,Green Gram,72.1,3829.2,1740.0
Ariyalur,Green Gram,72.1,4366.8,1877.7
