District,Commodity,YM,Year,Population_million,Production_Tonnes
Ariyalur,Castor Seed,2009-08,2009,70.4,21329.32
Ariyalur,Castor Seed,2009-09,2009,70.4,13678.4
Ariyalur,Castor Seed,2010-08,2010,71.3,16266.4
Ariyalur,Castor Seed,2010-09,2010,71.3,14477.88
Ariyalur,Castor Seed,2010-10,2010,71.3,17546.44
Ariyalur,Castor Seed,2010-11,2010,71.3,5729.6
Ariyalur,Castor Seed,2010-12,2010,71.3,5873.04
Ariyalur,Castor Seed,2011-01,2011,72.1,22932.92
Ariyalur,Castor Seed,2011-02,2011,72.1,10550.16
Ariyalur,Castor Seed,2011-03,2011,72.1,58743.0
Ariyalur,Castor Seed,2011-04,2011,72.1,63493.16
Ariyalur,Castor Seed,2011-05,2011,72.1,61540.36
Ariyalur,Castor Seed,2011-06,2011,72.1,45410.04
Ariyalur,Castor Seed,2011-07,2011,72.1,34278.12
Ariyalur,Castor Seed,2011-08,2011,72.1,19077.48
Ariyalur,Castor Seed,2011-09,2011,72.1,28187.52
Ariyalur,Castor Seed,2011-10,2011,72.1,21997.4
Ariyalur,Castor Seed,2011-11,2011,72.1,10022.16
Ariyalur,Castor Seed,2011-12,2011,72.1,15133.56
Ariyalur,Castor Seed,2012-01,2012,72.9,4811.32
Ariyalur,Castor Seed,2012-06,2012,72.9,2298.04
Ariyalur,Castor Seed,2012-07,2012,72.9,13933.44
Ariyalur,Castor Seed,2012-08,2012,72.9,21948.32
Ariyalur,Castor Seed,2012-09,2012,72.9,15567.68
Ariyalur,Castor Seed,2012-10,2012,72.9,15525.08
Ariyalur,Castor Seed,2012-11,2012,72.9,21040.4
Ariyalur,Castor Seed,2012-12,2012,72.9,4238.44
Ariyalur,Castor Seed,2013-01,2013,73.7,16002.92
Ariyalur,Castor Seed,2013-02,2013,73.7,30961.28
Ariyalur,Castor Seed,2013-03,2013,73.7,36572.0
Ariyalur,Castor Seed,2013-04,2013,73.7,44505.84
Ariyalur,Castor Seed,2013-05,2013,73.7,32344.32
Ariyalur,Castor Seed,2013-06,2013,73.7,30556.16
Ariyalur,Castor Seed,2013-07,2013,73.7,18313.12
Ariyalur,Castor Seed,2013-08,2013,73.7,12343.44
Ariyalur,Castor Seed,2013-09,2013,73.7,16840.16
Ariyalur,Castor Seed,2013-10,2013,73.7,7874.96
Ariyalur,Castor Seed,2013-11,2013,73.7,4276.28
Ariyalur,Castor Seed,2013-12,2013,73.7,12976.68
Ariyalur,Castor Seed,2014-02,2014,74.5,7913.68
Ariyalur,Castor Seed,2014-03,2014,74.5,28530.28
Ariyalur,Castor Seed,2014-04,2014,74.5,35928.2
Ariyalur,Castor Seed,2014-05,2014,74.5,39352.64
Ariyalur,Castor Seed,2014-06,2014,74.5,35462.16
Ariyalur,Castor Seed,2014-07,2014,74.5,25871.28
Ariyalur,Castor Seed,2014-08,2014,74.5,19238.52
Ariyalur,Castor Seed,2014-09,2014,74.5,22168.04
Ariyalur,Castor Seed,2014-10,2014,74.5,27511.4
Ariyalur,Castor Seed,2014-11,2014,74.5,5215.24
Ariyalur,Castor Seed,2014-12,2014,74.5,4893.6
Ariyalur,Castor Seed,2015-01,2015,75.6,14580.04
Ariyalur,Castor Seed,2015-02,2015,75.6,4507.28
Ariyalur,Castor Seed,2015-03,2015,75.6,46391.84
Ariyalur,Castor Seed,2015-04,2015,75.6,50803.2
Ariyalur,Castor Seed,2015-05,2015,75.6,37352.56
Ariyalur,Castor Seed,2015-06,2015,75.6,10114.04
Ariyalur,Castor Seed,2015-07,2015,75.6,12805.44
Ariyalur,Castor Seed,2015-08,2015,75.6,21143.28
Ariyalur,Castor Seed,2015-09,2015,75.6,11850.28
Ariyalur,Castor Seed,2015-10,2015,75.6,8964.84
Ariyalur,Castor Seed,2015-12,2015,75.6,11609.68
Ariyalur,Castor Seed,2016-02,2016,76.8,32459.64
Ariyalur,Castor Seed,2016-03,2016,76.8,25953.0
Ariyalur,Castor Seed,2016-04,2016,76.8,44970.36
Ariyalur,Castor Seed,2016-05,2016,76.8,33644.92
Ariyalur,Castor Seed,2016-06,2016,76.8,19596.76
Ariyalur,Castor Seed,2016-07,2016,76.8,8369.88
Ariyalur,Castor Seed,2016-08,2016,76.8,12373.36
Ariyalur,Castor Seed,2016-09,2016,76.8,14236.32
Ariyalur,Castor Seed,2016-10,2016,76.8,13612.92
Ariyalur,Castor Seed,2016-11,2016,76.8,9620.88
Ariyalur,Castor Seed,2017-02,2017,77.9,8995.2
Ariyalur,Castor Seed,2017-03,2017,77.9,25412.6
Ariyalur,Castor Seed,2017-04,2017,77.9,20955.04
Ariyalur,Castor Seed,2017-05,2017,77.9,24274.68
Ariyalur,Castor Seed,2017-06,2017,77.9,16151.56
Ariyalur,Castor Seed,2017-07,2017,77.9,6428.68
Ariyalur,Castor Seed,2017-08,2017,77.9,3533.56
Ariyalur,Castor Seed,2017-09,2017,77.9,3892.6
Ariyalur,Castor Seed,2017-10,2017,77.9,9870.8
Ariyalur,Castor Seed,2017-11,2017,77.9,4997.88
Ariyalur,Castor Seed,2018-03,2018,78.7,10283.24
Ariyalur,Castor Seed,2018-04,2018,78.7,17521.44
Ariyalur,Castor Seed,2018-10,2018,78.7,5236.32
Ariyalur,Castor Seed,2019-03,2019,79.5,4547.5
Ariyalur,Castor Seed,2019-04,2019,79.5,19062.96
Ariyalur,Castor Seed,2019-05,2019,79.5,7114.8
Ariyalur,Castor Seed,2019-06,2019,79.5,6529.44
Ariyalur,Castor Seed,2019-09,2019,79.5,4407.58
Ariyalur,Castor Seed,2021-03,2021,81.1,4232.46
Ariyalur,Castor Seed,2021-04,2021,81.1,8701.56
Ariyalur,Castor Seed,2021-06,2021,81.1,4347.16
Ariyalur,Castor Seed,2021-09,2021,81.1,4122.54
Ariyalur,Castor Seed,2022-01,2022,82.0,4012.06
Ariyalur,Castor Seed,2022-02,2022,82.0,4704.66
Ariyalur,Castor Seed,2022-03,2022,82.0,10479.76
Ariyalur,Castor Seed,2022-04,2022,82.0,17569.5
Ariyalur,Castor Seed,2022-08,2022,82.0,6074.48
Ariyalur,Castor Seed,2023-02,2023,82.9,3423.08
Ariyalur,Castor Seed,2024-03,2024,83.9,4199.5
Ariyalur,Castor Seed,2024-04,2024,83.9,9269.94
Ariyalur,Castor Seed,2024-06,2024,83.9,7456.36
Ariyalur,Cauliflower,2025-02,2025,84.8,52837.28
Ariyalur,Chilli,2009-07,2009,70.4,7692.48
Ariyalur,Chilli,2009-08,2009,70.4,11965.44
Ariyalur,Chilli,2009-09,2009,70.4,27774.72
Ariyalur,Chilli,2010-08,2010,71.3,9665.28
Ariyalur,Chilli,2010-09,2010,71.3,14484.96
Ariyalur,Chilli,2010-10,2010,71.3,26744.16
Ariyalur,Chilli,2010-11,2010,71.3,14834.88
Ariyalur,Chilli,2010-12,2010,71.3,12159.36
Ariyalur,Chilli,2011-01,2011,72.1,23729.28
Ariyalur,Chilli,2011-02,2011,72.1,16282.08
Ariyalur,Chilli,2011-03,2011,72.1,65621.76
Ariyalur,Chilli,2011-04,2011,72.1,45060.48
Ariyalur,Chilli,2011-05,2011,72.1,63264.0
Ariyalur,Chilli,2011-06,2011,72.1,35958.72
Ariyalur,Chilli,2011-07,2011,72.1,25548.48
Ariyalur,Chilli,2011-08,2011,72.1,18848.16
Ariyalur,Chilli,2011-09,2011,72.1,10645.92
Ariyalur,Chilli,2011-10,2011,72.1,8944.32
Ariyalur,Chilli,2011-11,2011,72.1,10717.92
Ariyalur,Chilli,2012-03,2012,72.9,4096.8
Ariyalur,Chilli,2012-06,2012,72.9,2179.68
Ariyalur,Chilli,2012-07,2012,72.9,13236.48
Ariyalur,Chilli,2012-08,2012,72.9,18663.36
Ariyalur,Chilli,2012-09,2012,72.9,18415.68
Ariyalur,Chilli,2012-10,2012,72.9,24011.52
Ariyalur,Chilli,2012-11,2012,72.9,17044.32
Ariyalur,Chilli,2012-12,2012,72.9,32964.0
Ariyalur,Chilli,2013-01,2013,73.7,28220.64
Ariyalur,Chilli,2013-02,2013,73.7,15578.88
Ariyalur,Chilli,2013-03,2013,73.7,51694.08
Ariyalur,Chilli,2013-04,2013,73.7,54382.08
Ariyalur,Chilli,2013-05,2013,73.7,26494.08
Ariyalur,Chilli,2013-06,2013,73.7,14703.36
Ariyalur,Chilli,2013-07,2013,73.7,5034.24
Ariyalur,Chilli,2013-08,2013,73.7,6078.24
Ariyalur,Chilli,2013-09,2013,73.7,6852.48
Ariyalur,Chilli,2013-10,2013,73.7,4040.16
Ariyalur,Chilli,2013-11,2013,73.7,4337.76
Ariyalur,Chilli,2013-12,2013,73.7,13376.16
Ariyalur,Chilli,2014-01,2014,74.5,4427.04
Ariyalur,Chilli,2014-02,2014,74.5,7978.56
Ariyalur,Chilli,2014-03,2014,74.5,35499.36
Ariyalur,Chilli,2014-04,2014,74.5,39091.2
Ariyalur,Chilli,2014-05,2014,74.5,54791.04
Ariyalur,Chilli,2014-06,2014,74.5,34219.68
Ariyalur,Chilli,2014-07,2014,74.5,28001.28
Ariyalur,Chilli,2014-08,2014,74.5,19059.36
Ariyalur,Chilli,2014-09,2014,74.5,14793.6
Ariyalur,Chilli,2014-10,2014,74.5,13438.56
Ariyalur,Chilli,2014-11,2014,74.5,16126.08
Ariyalur,Chilli,2014-12,2014,74.5,5011.2
Ariyalur,Chilli,2015-01,2015,75.6,5051.04
Ariyalur,Chilli,2015-02,2015,75.6,18359.04
Ariyalur,Chilli,2015-03,2015,75.6,47009.28
Ariyalur,Chilli,2015-04,2015,75.6,47792.64
Ariyalur,Chilli,2015-05,2015,75.6,40980.96
Ariyalur,Chilli,2015-06,2015,75.6,34259.52
Ariyalur,Chilli,2015-07,2015,75.6,12977.28
Ariyalur,Chilli,2015-08,2015,75.6,14067.84
Ariyalur,Chilli,2015-09,2015,75.6,3978.24
Ariyalur,Chilli,2015-12,2015,75.6,12010.56
Ariyalur,Chilli,2016-02,2016,76.8,5748.48
Ariyalur,Chilli,2016-03,2016,76.8,48408.48
Ariyalur,Chilli,2016-04,2016,76.8,46585.44
Ariyalur,Chilli,2016-05,2016,76.8,53549.28
Ariyalur,Chilli,2016-06,2016,76.8,32916.48
Ariyalur,Chilli,2016-07,2016,76.8,8148.96
Ariyalur,Chilli,2016-08,2016,76.8,9163.2
Ariyalur,Chilli,2016-10,2016,76.8,4498.08
Ariyalur,Chilli,2017-02,2017,77.9,18316.8
Ariyalur,Chilli,2017-03,2017,77.9,60704.16
Ariyalur,Chilli,2017-04,2017,77.9,54546.24
Ariyalur,Chilli,2017-05,2017,77.9,32716.32
Ariyalur,Chilli,2017-06,2017,77.9,10011.36
Ariyalur,Chilli,2017-07,2017,77.9,6358.56
Ariyalur,Chilli,2017-10,2017,77.9,10122.72
Ariyalur,Chilli,2017-12,2017,77.9,11901.12
Ariyalur,Chilli,2018-04,2018,78.7,29935.68
Ariyalur,Chilli,2018-05,2018,78.7,24974.6
Ariyalur,Chilli,2018-06,2018,78.7,4994.92
Ariyalur,Chilli,2018-09,2018,78.7,4899.36
Ariyalur,Chilli,2018-10,2018,78.7,5385.08
Ariyalur,Chilli,2019-03,2019,79.5,4161.16
Ariyalur,Chilli,2019-04,2019,79.5,20358.96
Ariyalur,Chilli,2019-05,2019,79.5,10197.9
Ariyalur,Chilli,2019-06,2019,79.5,13316.92
Ariyalur,Chilli,2019-08,2019,79.5,4478.6
Ariyalur,Chilli,2020-02,2020,80.3,20768.2
Ariyalur,Chilli,2020-03,2020,80.3,7656.96
Ariyalur,Chilli,2020-04,2020,80.3,39484.4
Ariyalur,Chilli,2020-05,2020,80.3,33836.12
Ariyalur,Chilli,2020-06,2020,80.3,40183.2
Ariyalur,Chilli,2020-07,2020,80.3,32430.68
Ariyalur,Chilli,2020-08,2020,80.3,28007.88
Ariyalur,Chilli,2020-09,2020,80.3,8852.08
Ariyalur,Chilli,2020-10,2020,80.3,5043.6
Ariyalur,Chilli,2020-12,2020,80.3,4782.1
Ariyalur,Chilli,2021-01,2021,81.1,4975.58
Ariyalur,Chilli,2021-02,2021,81.1,17726.12
Ariyalur,Chilli,2021-03,2021,81.1,8579.92
Ariyalur,Chilli,2021-04,2021,81.1,35352.16
Ariyalur,Chilli,2021-05,2021,81.1,69226.84
Ariyalur,Chilli,2021-06,2021,81.1,13245.24
Ariyalur,Chilli,2021-07,2021,81.1,39417.6
Ariyalur,Chilli,2021-08,2021,81.1,16835.68
Ariyalur,Chilli,2021-09,2021,81.1,17072.44
Ariyalur,Chilli,2021-11,2021,81.1,3952.84
Ariyalur,Chilli,2022-04,2022,82.0,12123.28
Ariyalur,Chilli,2022-05,2022,82.0,32096.42
Ariyalur,Chilli,2022-06,2022,82.0,13940.78
Ariyalur,Chilli,2022-07,2022,82.0,6085.4
Ariyalur,Chilli,2023-02,2023,82.9,3239.24
Ariyalur,Chilli,2023-03,2023,82.9,10328.1
Ariyalur,Chilli,2024-02,2024,83.9,4037.48
Ariyalur,Chilli,2024-03,2024,83.9,20775.76
Ariyalur,Chilli,2024-04,2024,83.9,32824.48
Ariyalur,Chilli,2024-05,2024,83.9,43517.12
Ariyalur,Chilli,2024-06,2024,83.9,108454.78
Ariyalur,Chilli,2024-07,2024,83.9,276333.78
Ariyalur,Chilli,2024-08,2024,83.9,257029.08
Ariyalur,Chilli,2024-09,2024,83.9,261729.12
Ariyalur,Chilli,2024-10,2024,83.9,283361.68
Ariyalur,Chilli,2024-11,2024,83.9,241430.12
Ariyalur,Chilli,2024-12,2024,83.9,255241.6
Ariyalur,Chilli,2025-01,2025,84.8,287896.32
Ariyalur,Chilli,2025-02,2025,84.8,229784.56
Ariyalur,Chilli,2025-03,2025,84.8,229954.32
Ariyalur,Chilli,2025-04,2025,84.8,209174.52
Ariyalur,Chilli,2025-05,2025,84.8,201041.48
Ariyalur,Chilli,2025-06,2025,84.8,185936.88
Ariyalur,Chilli,2025-07,2025,84.8,204603.28
Ariyalur,Chilli,2025-08,2025,84.8,188236.92
Ariyalur,Chilli,2025-09,2025,84.8,229474.2
Ariyalur,Chilli,2025-10,2025,84.8,251479.92
Ariyalur,Chilli,2025-11,2025,84.8,346528.18
Ariyalur,Chilli,2025-12,2025,84.8,311044.52
Ariyalur,Chow Chow,2024-06,2024,83.9,881119.2
Ariyalur,Chow Chow,2024-07,2024,83.9,2275736.48
Ariyalur,Chow Chow,2024-08,2024,83.9,2235919.36
Ariyalur,Chow Chow,2024-09,2024,83.9,2426571.68
Ariyalur,Chow Chow,2024-10,2024,83.9,2415765.28
Ariyalur,Chow Chow,2024-11,2024,83.9,2135203.84
Ariyalur,Chow Chow,2024-12,2024,83.9,2405547.04
Ariyalur,Chow Chow,2025-01,2025,84.8,2316359.2
Ariyalur,Chow Chow,2025-02,2025,84.8,2032683.76
Ariyalur,Chow Chow,2025-03,2025,84.8,1858637.36
Ariyalur,Chow Chow,2025-04,2025,84.8,1641983.68
Ariyalur,Chow Chow,2025-05,2025,84.8,1678253.76
Ariyalur,Chow Chow,2025-06,2025,84.8,1543277.12
Ariyalur,Chow Chow,2025-07,2025,84.8,1642001.6
Ariyalur,Chow Chow,2025-08,2025,84.8,1633082.72
Ariyalur,Chow Chow,2025-09,2025,84.8,2229607.36
Ariyalur,Chow Chow,2025-10,2025,84.8,2432423.92
Ariyalur,Chow Chow,2025-11,2025,84.8,3348399.68
Ariyalur,Chow Chow,2025-12,2025,84.8,3016077.44
Ariyalur,Coconut,2024-06,2024,83.9,9059622.0
Ariyalur,Coconut,2024-07,2024,83.9,22568383.2
Ariyalur,Coconut,2024-08,2024,83.9,21801784.56
Ariyalur,Coconut,2024-09,2024,83.9,21098298.24
Ariyalur,Coconut,2024-10,2024,83.9,21765572.88
Ariyalur,Coconut,2024-11,2024,83.9,19076154.6
Ariyalur,Coconut,2024-12,2024,83.9,20612571.84
Ariyalur,Coconut,2025-01,2025,84.8,21186056.4
Ariyalur,Coconut,2025-02,2025,84.8,18939910.56
Ariyalur,Coconut,2025-03,2025,84.8,20254534.56
Ariyalur,Coconut,2025-04,2025,84.8,20189257.2
Ariyalur,Coconut,2025-05,2025,84.8,19987788.24
Ariyalur,Coconut,2025-06,2025,84.8,18511765.44
Ariyalur,Coconut,2025-07,2025,84.8,18076756.32
Ariyalur,Coconut,2025-08,2025,84.8,18015035.04
Ariyalur,Coconut,2025-09,2025,84.8,20123017.2
Ariyalur,Coconut,2025-10,2025,84.8,18214808.04
Ariyalur,Coconut,2025-11,2025,84.8,22892792.64
Ariyalur,Coconut,2025-12,2025,84.8,20722202.16
Ariyalur,Copra,2022-11,2022,82.0,358862.16
Ariyalur,Copra,2023-03,2023,82.9,1035857.52
Ariyalur,Copra,2023-06,2023,82.9,2072858.76
Ariyalur,Copra,2023-07,2023,82.9,3507121.2
Ariyalur,Copra,2023-08,2023,82.9,1045373.4
Ariyalur,Copra,2023-09,2023,82.9,2088545.04
Ariyalur,Copra,2023-10,2023,82.9,3499266.0
Ariyalur,Copra,2023-11,2023,82.9,2101316.4
Ariyalur,Copra,2023-12,2023,82.9,341194.8
Ariyalur,Copra,2024-02,2024,83.9,1375399.2
Ariyalur,Copra,2024-03,2024,83.9,1725730.8
Ariyalur,Copra,2024-04,2024,83.9,350210.64
Ariyalur,Copra,2024-05,2024,83.9,2099196.0
Ariyalur,Copra,2024-06,2024,83.9,700342.8
Ariyalur,Coriander,2009-02,2009,70.4,9090.4
Ariyalur,Coriander,2009-07,2009,70.4,28086.4
Ariyalur,Coriander,2009-08,2009,70.4,82460.0
Ariyalur,Coriander,2009-09,2009,70.4,88529.6
Ariyalur,Coriander,2010-08,2010,71.3,29961.6
Ariyalur,Coriander,2010-09,2010,71.3,91653.6
Ariyalur,Coriander,2010-10,2010,71.3,155080.8
Ariyalur,Coriander,2010-11,2010,71.3,230916.0
Ariyalur,Coriander,2010-12,2010,71.3,283965.6
Ariyalur,Coriander,2011-01,2011,72.1,179558.4
Ariyalur,Coriander,2011-02,2011,72.1,108340.8
Ariyalur,Coriander,2011-03,2011,72.1,31646.4
Ariyalur,Coriander,2011-04,2011,72.1,70566.4
Ariyalur,Coriander,2011-05,2011,72.1,98657.6
Ariyalur,Coriander,2011-06,2011,72.1,107213.6
Ariyalur,Coriander,2011-07,2011,72.1,80164.8
Ariyalur,Coriander,2011-08,2011,72.1,64521.6
Ariyalur,Coriander,2011-09,2011,72.1,64341.6
Ariyalur,Coriander,2011-10,2011,72.1,76190.4
Ariyalur,Coriander,2011-11,2011,72.1,151176.0
Ariyalur,Coriander,2011-12,2011,72.1,105283.2
Ariyalur,Coriander,2012-01,2012,72.9,41308.0
Ariyalur,Coriander,2012-03,2012,72.9,3013.6
Ariyalur,Coriander,2012-07,2012,72.9,23315.2
Ariyalur,Coriander,2012-08,2012,72.9,23269.6
Ariyalur,Coriander,2012-09,2012,72.9,15546.4
Ariyalur,Coriander,2012-10,2012,72.9,26113.6
Ariyalur,Coriander,2012-12,2012,72.9,19147.2
Ariyalur,Coriander,2013-03,2013,73.7,6328.8
Ariyalur,Coriander,2013-04,2013,73.7,7247.2
Ariyalur,Coriander,2013-06,2013,73.7,9246.4
Ariyalur,Coriander,2013-08,2013,73.7,11290.4
Ariyalur,Coriander,2013-09,2013,73.7,94740.0
Ariyalur,Coriander,2013-10,2013,73.7,22417.6
Ariyalur,Coriander,2013-11,2013,73.7,45014.4
Ariyalur,Coriander,2013-12,2013,73.7,11968.0
Ariyalur,Coriander,2014-08,2014,74.5,14801.6
Ariyalur,Coriander,2014-12,2014,74.5,26724.0
Ariyalur,Coriander,2015-01,2015,75.6,6860.8
Ariyalur,Coriander,2015-02,2015,75.6,59081.6
Ariyalur,Coriander,2015-03,2015,75.6,25372.8
Ariyalur,Coriander,2015-04,2015,75.6,30410.4
Ariyalur,Coriander,2015-05,2015,75.6,112901.6
Ariyalur,Coriander,2015-06,2015,75.6,120484.0
Ariyalur,Coriander,2015-07,2015,75.6,74524.0
Ariyalur,Coriander,2015-08,2015,75.6,88905.6
Ariyalur,Coriander,2015-09,2015,75.6,30432.0
Ariyalur,Coriander,2015-11,2015,75.6,31394.4
Ariyalur,Coriander,2015-12,2015,75.6,152379.2
Ariyalur,Coriander,2016-02,2016,76.8,35265.6
Ariyalur,Coriander,2016-03,2016,76.8,21031.2
Ariyalur,Coriander,2016-04,2016,76.8,14628.8
Ariyalur,Coriander,2016-05,2016,76.8,7314.4
Ariyalur,Coriander,2016-06,2016,76.8,25940.8
Ariyalur,Coriander,2016-07,2016,76.8,12477.6
Ariyalur,Coriander,2016-08,2016,76.8,21259.2
Ariyalur,Coriander,2016-09,2016,76.8,14924.8
Ariyalur,Coriander,2016-10,2016,76.8,26169.6
Ariyalur,Coriander,2016-11,2016,76.8,28202.4
Ariyalur,Coriander,2017-03,2017,77.9,21335.2
Ariyalur,Coriander,2017-04,2017,77.9,35172.0
Ariyalur,Coriander,2017-05,2017,77.9,15911.2
Ariyalur,Coriander,2017-06,2017,77.9,13620.0
Ariyalur,Coriander,2018-06,2018,78.7,19927.84
Ariyalur,Coriander,2019-03,2019,79.5,24507.2
Ariyalur,Coriander,2019-05,2019,79.5,21222.24
Ariyalur,Coriander,2019-06,2019,79.5,23790.4
Ariyalur,Coriander,2022-03,2022,82.0,21690.72
Ariyalur,Coriander,2022-04,2022,82.0,31373.12
Ariyalur,Coriander,2023-03,2023,82.9,35034.08
Ariyalur,Coriander,2024-06,2024,83.9,296716.64
Ariyalur,Coriander,2024-07,2024,83.9,964579.52
Ariyalur,Coriander,2024-08,2024,83.9,1030900.96
Ariyalur,Coriander,2024-09,2024,83.9,1189078.08
Ariyalur,Coriander,2024-10,2024,83.9,1031089.12
Ariyalur,Coriander,2024-11,2024,83.9,903642.88
Ariyalur,Coriander,2024-12,2024,83.9,774185.28
Ariyalur,Coriander,2025-01,2025,84.8,912569.6
Ariyalur,Coriander,2025-02,2025,84.8,767766.72
Ariyalur,Coriander,2025-03,2025,84.8,642553.92
Ariyalur,Coriander,2025-04,2025,84.8,389748.64
Ariyalur,Coriander,2025-05,2025,84.8,542197.44
Ariyalur,Coriander,2025-06,2025,84.8,608043.52
Ariyalur,Coriander,2025-07,2025,84.8,950750.72
Ariyalur,Coriander,2025-08,2025,84.8,875294.08
Ariyalur,Coriander,2025-09,2025,84.8,1207515.52
Ariyalur,Coriander,2025-10,2025,84.8,1141797.84
Ariyalur,Coriander,2025-11,2025,84.8,1780688.64
Ariyalur,Coriander,2025-12,2025,84.8,1237253.12
Ariyalur,Cotton,2009-07,2009,70.4,13831.2
Ariyalur,Cotton,2012-08,2012,72.9,14565.6
Ariyalur,Cotton,2012-12,2012,72.9,25315.2
Ariyalur,Cotton,2013-03,2013,73.7,23810.4
Ariyalur,Cotton,2013-05,2013,73.7,12081.6
Ariyalur,Cotton,2013-12,2013,73.7,55072.8
Ariyalur,Cotton,2014-05,2014,74.5,17442.0
Ariyalur,Cotton,2014-11,2014,74.5,35114.4
Ariyalur,Cotton,2014-12,2014,74.5,32184.0
Ariyalur,Cotton,2015-03,2015,75.6,55371.6
Ariyalur,Cotton,2015-08,2015,75.6,20977.2
Ariyalur,Cotton,2016-12,2016,76.8,224809.2
Ariyalur,Cotton,2017-01,2017,77.9,94374.0
Ariyalur,Cotton,2018-04,2018,78.7,42069.6
Ariyalur,Cotton,2021-08,2021,81.1,26166.96
Ariyalur,Cotton,2023-10,2023,82.9,23920.56
Ariyalur,Cumbu,2009-02,2009,70.4,25325.0
Ariyalur,Cumbu,2009-07,2009,70.4,33530.0
Ariyalur,Cumbu,2009-08,2009,70.4,90000.0
Ariyalur,Cumbu,2009-09,2009,70.4,79940.0
Ariyalur,Cumbu,2010-08,2010,71.3,24810.0
Ariyalur,Cumbu,2010-09,2010,71.3,107195.0
Ariyalur,Cumbu,2010-10,2010,71.3,153625.0
Ariyalur,Cumbu,2010-11,2010,71.3,142977.5
Ariyalur,Cumbu,2010-12,2010,71.3,220180.0
Ariyalur,Cumbu,2011-01,2011,72.1,137767.5
Ariyalur,Cumbu,2011-02,2011,72.1,19167.5
Ariyalur,Cumbu,2011-03,2011,72.1,45265.0
Ariyalur,Cumbu,2011-04,2011,72.1,22987.5
Ariyalur,Cumbu,2011-05,2011,72.1,36142.5
Ariyalur,Cumbu,2011-06,2011,72.1,34170.0
Ariyalur,Cumbu,2011-07,2011,72.1,37840.0
Ariyalur,Cumbu,2011-08,2011,72.1,64357.5
Ariyalur,Cumbu,2011-09,2011,72.1,80705.0
Ariyalur,Cumbu,2011-10,2011,72.1,121560.0
Ariyalur,Cumbu,2011-11,2011,72.1,218370.0
Ariyalur,Cumbu,2011-12,2011,72.1,130775.0
Ariyalur,Cumbu,2012-01,2012,72.9,48767.5
Ariyalur,Cumbu,2012-07,2012,72.9,53200.0
Ariyalur,Cumbu,2012-08,2012,72.9,65912.5
Ariyalur,Cumbu,2012-09,2012,72.9,53282.5
Ariyalur,Cumbu,2012-10,2012,72.9,134662.5
Ariyalur,Cumbu,2012-11,2012,72.9,265105.0
Ariyalur,Cumbu,2012-12,2012,72.9,115520.0
Ariyalur,Cumbu,2013-01,2013,73.7,106980.0
Ariyalur,Cumbu,2013-02,2013,73.7,66300.0
Ariyalur,Cumbu,2013-03,2013,73.7,12552.5
Ariyalur,Cumbu,2013-04,2013,73.7,12455.0
Ariyalur,Cumbu,2013-05,2013,73.7,6927.5
Ariyalur,Cumbu,2013-06,2013,73.7,29690.0
Ariyalur,Cumbu,2013-07,2013,73.7,30960.0
Ariyalur,Cumbu,2013-08,2013,73.7,60000.0
Ariyalur,Cumbu,2013-09,2013,73.7,127875.0
Ariyalur,Cumbu,2013-10,2013,73.7,194775.0
Ariyalur,Cumbu,2013-11,2013,73.7,169355.0
Ariyalur,Cumbu,2013-12,2013,73.7,187965.0
Ariyalur,Cumbu,2014-01,2014,74.5,28215.0
Ariyalur,Cumbu,2014-02,2014,74.5,52547.5
Ariyalur,Cumbu,2014-03,2014,74.5,25287.5
Ariyalur,Cumbu,2014-04,2014,74.5,19320.0
Ariyalur,Cumbu,2014-05,2014,74.5,7790.0
Ariyalur,Cumbu,2014-06,2014,74.5,8832.5
Ariyalur,Cumbu,2014-07,2014,74.5,28622.5
Ariyalur,Cumbu,2014-08,2014,74.5,76402.5
Ariyalur,Cumbu,2014-09,2014,74.5,46500.0
Ariyalur,Cumbu,2014-10,2014,74.5,113230.0
Ariyalur,Cumbu,2014-11,2014,74.5,110705.0
Ariyalur,Cumbu,2014-12,2014,74.5,53785.0
Ariyalur,Cumbu,2015-01,2015,75.6,14682.5
Ariyalur,Cumbu,2015-02,2015,75.6,25305.0
Ariyalur,Cumbu,2015-03,2015,75.6,17955.0
Ariyalur,Cumbu,2015-04,2015,75.6,16205.0
Ariyalur,Cumbu,2015-05,2015,75.6,9880.0
Ariyalur,Cumbu,2015-07,2015,75.6,23855.0
Ariyalur,Cumbu,2015-08,2015,75.6,47710.0
Ariyalur,Cumbu,2015-09,2015,75.6,65735.0
Ariyalur,Cumbu,2015-10,2015,75.6,90127.5
Ariyalur,Cumbu,2015-11,2015,75.6,75832.5
Ariyalur,Cumbu,2015-12,2015,75.6,68520.0
Ariyalur,Cumbu,2016-01,2016,76.8,82410.0
Ariyalur,Cumbu,2016-02,2016,76.8,41205.0
Ariyalur,Cumbu,2016-03,2016,76.8,18262.5
Ariyalur,Cumbu,2016-04,2016,76.8,12065.0
Ariyalur,Cumbu,2016-05,2016,76.8,15260.0
Ariyalur,Cumbu,2016-06,2016,76.8,27930.0
Ariyalur,Cumbu,2016-07,2016,76.8,9200.0
Ariyalur,Cumbu,2016-08,2016,76.8,40885.0
Ariyalur,Cumbu,2016-09,2016,76.8,43550.0
Ariyalur,Cumbu,2016-10,2016,76.8,107327.5
